Country_Code,Category_Code,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
4,6600,A,A,A,A,A,A,A,A,A,I,I
4,6601,I,I,I,I,I,A,A,A,A,I,I
4,6602,I,I,I,I,I,I,I,I,I,I,I
4,6610,I,A,A,A,A,A,I,I,I,I,I
4,6610,E,E,E,E,E,A,E,E,E,E,E
4,6610,E,E,E,E,E,E,E,E,E,E,E
4,6620,I,A,A,A,A,A,A,A,I,I,I
4,6620,E,A,A,A,A,A,E,E,E,E,E
4,6620,E,E,E,E,E,A,A,A,E,E,E
4,6620,E,E,E,E,E,E,E,E,E,E,E
4,6621,A,A,A,A,A,A,I,I,I,I,I
4,6621,E,A,A,A,A,A,E,E,E,E,E
4,6630,A,A,A,A,A,A,I,I,A,I,I
4,6633,I,I,I,I,I,I,I,I,I,I,I
4,6640,A,A,A,A,I,I,A,A,A,I,I
4,6650,I,A,A,A,A,A,A,A,I,I,I
4,6650,E,A,A,A,A,A,E,E,E,E,E
4,6655,A,A,A,A,A,A,A,A,A,I,I
4,6655,E,A,A,A,A,A,E,E,E,E,E
4,6655,E,E,E,E,E,A,A,A,A,E,E
4,6659,A,A,A,A,A,A,A,A,I,I,I
4,6646,I,I,I,A,A,A,A,A,A,I,I
4,6646,E,E,E,E,E,A,A,A,A,E,E
4,6717,I,I,I,A,A,A,A,A,A,I,I
4,6717,E,E,E,A,A,A,A,A,A,E,E
4,6716,I,I,I,A,A,A,A,A,A,I,I
4,6716,E,E,E,A,A,A,A,A,A,E,E
4,6670,I,I,I,I,I,I,I,I,I,I,I
4,6680,I,I,I,I,I,I,I,I,I,I,I
4,6690,X,I,I,I,I,X,I,I,I,I,I
4,6690,E,E,E,E,E,E,E,E,E,E,E
4,6616,A,A,A,X,,,,,,,
4,6611,A,A,A,A,A,A,A,A,A,I,I
4,6611,E,A,A,A,A,A,E,E,E,E,E
4,6671,I,I,,I,I,I,I,I,I,I,I
4,6671,E,E,,E,E,E,E,E,E,E,E
4,6672,I,I,,I,I,I,I,I,I,I,I
4,6714,I,I,I,I,I,I,,,,,
8,6600,A,A,A,A,A,A,A,A,A,A,A
8,6601,A,A,A,A,A,A,A,A,A,A,A
8,6602,I,I,I,I,I,I,I,I,I,A,A
8,6610,A,A,A,A,A,A,A,A,A,A,A
8,6610,A,A,A,A,A,A,A,A,A,A,A
8,6610,E,E,E,E,E,E,E,E,E,E,E
8,6620,A,A,A,A,A,A,A,A,A,A,A
8,6620,A,A,A,A,A,A,A,A,A,A,A
8,6620,A,A,A,A,A,A,A,A,A,A,A
8,6620,E,E,E,E,E,E,E,E,E,E,E
8,6621,A,A,A,A,A,A,A,A,A,A,A
8,6621,A,A,A,A,A,A,A,A,A,A,A
8,6630,A,A,A,A,A,A,A,A,A,A,A
8,6633,A,A,A,A,A,A,A,A,A,A,A
8,6640,A,A,A,A,A,A,A,A,A,A,A
8,6650,A,A,A,A,A,A,A,A,A,A,A
8,6650,A,A,A,A,A,A,A,A,A,A,A
8,6655,A,A,A,A,A,A,A,A,A,A,A
8,6655,A,A,A,A,A,A,A,A,A,A,A
8,6655,A,A,A,A,A,A,A,A,A,A,A
8,6649,,A,A,A,A,A,A,A,A,A,A
8,6646,I,I,I,E,E,E,E,E,E,I,I
8,6646,E,E,E,E,E,E,E,E,E,E,E
8,6717,I,I,I,E,E,E,E,E,E,I,I
8,6717,E,E,E,E,E,E,E,E,E,E,E
8,6716,I,I,I,E,E,E,E,E,E,I,I
8,6716,E,E,E,E,E,E,E,E,E,E,E
8,6670,I,I,I,I,I,I,I,I,I,I,I
8,6680,I,I,I,B,A,A,A,A,A,A,A
8,6773,,,,A,A,A,A,A,A,A,A
8,6690,A,A,A,A,A,A,A,A,A,A,A
8,6690,A,A,A,A,A,A,A,A,A,A,A
8,6616,,,,,,A,A,A,A,A,A
8,6611,A,A,A,A,A,A,A,A,A,A,A
8,6611,A,A,A,A,A,A,A,A,A,A,A
8,6694,I,I,I,A,A,A,A,A,I,I,I
8,6671,A,A,A,,I,I,I,I,I,A,A
8,6671,A,A,A,,E,E,E,E,E,A,A
8,6672,A,A,A,,,,I,I,I,A,A
8,6668,I,I,I,,,,I,A,A,A,
8,6669,I,I,I,,,,I,A,A,A,A
8,6774,A,A,A,A,A,A,A,A,A,A,A
8,6714,I,I,I,E,E,E,,,,,
12,6600,A,A,A,A,A,A,A,A,A,A,A
12,6601,A,A,A,A,A,A,A,I,I,I,I
12,6602,I,I,I,I,I,I,I,I,I,I,I
12,6610,A,A,A,A,A,A,I,A,I,I,I
12,6610,A,A,A,A,A,A,E,E,E,E,E
12,6610,E,E,E,E,E,E,E,E,E,E,E
12,6620,A,A,A,A,A,A,I,A,I,I,I
12,6620,A,A,A,A,A,A,E,A,E,E,E
12,6620,A,A,A,A,A,A,E,E,E,E,E
12,6620,E,E,E,E,E,E,E,E,E,E,E
12,6621,A,A,A,A,A,A,I,A,I,I,I
12,6621,A,A,A,A,A,A,E,A,E,E,E
12,6630,A,A,A,A,A,A,I,A,I,I,I
12,6633,I,I,I,I,I,I,I,I,I,I,I
12,6640,A,A,A,A,A,A,I,A,I,I,I
12,6650,A,A,A,A,A,A,I,A,I,I,I
12,6650,A,A,A,A,A,A,E,A,E,E,E
12,6655,A,A,A,A,A,A,I,A,I,I,I
12,6655,A,A,A,A,A,A,E,A,E,E,E
12,6655,A,A,A,A,A,A,E,E,E,E,E
12,6656,A,A,A,A,A,A,I,A,I,I,I
12,6659,A,A,A,A,A,A,A,A,I,I,I
12,6646,I,I,I,A,A,A,A,A,A,I,I
12,6646,I,I,I,A,A,A,A,A,A,,
12,6646,E,E,E,A,A,A,A,E,E,E,E
12,6717,I,I,I,A,A,A,A,A,A,I,I
12,6717,E,E,E,A,A,A,A,A,A,E,E
12,6716,I,I,I,A,A,A,A,A,A,I,I
12,6716,E,E,E,A,A,A,A,A,A,E,E
12,6670,I,I,I,I,I,I,I,I,I,I,I
12,6690,A,I,I,I,I,X,I,I,I,I,I
12,6690,A,E,E,E,E,E,E,E,E,E,E
12,6611,A,A,A,A,A,A,,A,,,
12,6611,A,A,A,A,A,A,,A,,,
12,6671,I,I,I,I,I,I,I,I,I,I,I
12,6671,E,E,E,E,E,E,E,E,E,E,E
12,6672,I,I,I,,I,I,I,I,I,I,I
12,6668,,,,,,I,I,I,I,I,I
12,6669,,,,,,I,I,I,I,I,I
12,6774,I,I,I,I,,,,,,,
12,6762,,,A,A,A,A,,,,,
12,6714,I,I,I,A,I,I,,,,,
16,6600,A,A,A,A,A,A,A,A,A,A,I
16,6601,A,A,A,A,A,A,A,A,A,A,I
16,6602,I,I,I,I,I,I,I,I,I,I,I
16,6610,I,I,I,I,I,I,I,I,I,I,I
16,6610,E,E,E,E,E,E,E,E,E,E,E
16,6620,I,I,I,I,I,I,I,I,I,I,I
16,6620,E,E,E,E,E,E,E,E,E,E,E
16,6620,E,E,E,E,E,E,E,E,E,E,E
16,6620,E,E,E,E,E,E,E,E,E,E,E
16,6621,I,I,I,I,I,I,I,I,I,I,I
16,6621,E,E,E,E,E,E,E,E,E,E,E
16,6630,I,I,I,I,I,I,I,I,I,I,I
16,6633,I,I,I,I,I,I,I,I,I,I,I
16,6640,I,I,I,I,I,I,I,I,I,I,I
16,6650,I,I,I,I,I,I,I,I,I,I,I
16,6650,E,E,E,E,E,E,E,E,E,E,E
16,6655,I,I,I,I,I,I,I,I,I,I,I
16,6655,E,E,E,E,E,E,E,E,E,E,E
16,6655,E,E,E,E,E,E,E,E,E,E,E
16,6646,I,I,I,A,A,A,A,A,A,I,I
16,6646,I,I,I,A,A,A,A,A,A,,
16,6646,E,E,E,A,A,A,A,A,A,E,E
16,6717,I,I,I,A,A,A,A,A,A,I,I
16,6717,E,E,E,A,A,A,A,A,A,E,E
16,6716,I,I,I,A,A,A,A,A,A,I,I
16,6716,E,E,E,A,A,A,A,A,A,E,E
16,6670,I,I,I,I,I,I,I,I,I,I,I
16,6714,I,I,I,I,I,I,,,,,
20,6600,A,A,A,A,A,A,A,A,A,A,I
20,6601,A,A,A,A,A,A,A,A,A,A,I
20,6602,I,I,I,I,I,I,I,I,I,I,I
20,6610,I,I,I,I,I,I,I,I,I,I,I
20,6610,E,E,E,E,E,E,E,E,E,E,E
20,6620,A,A,A,A,A,A,A,A,A,A,A
20,6620,E,E,E,E,E,E,E,E,E,E,E
20,6620,A,A,A,A,A,A,A,A,A,A,E
20,6620,E,E,E,E,E,E,E,E,E,E,E
20,6621,A,A,A,A,A,A,A,A,A,A,A
20,6621,E,E,E,E,E,E,E,E,E,E,E
20,6630,A,A,A,A,A,A,A,A,A,A,A
20,6633,A,A,A,A,A,A,A,A,A,A,A
20,6640,A,A,A,A,A,A,A,A,A,A,A
20,6650,,,,,,,A,A,A,A,A
20,6650,,,,,,,E,E,E,E,E
20,6655,A,A,A,I,I,I,I,I,I,I,I
20,6655,E,E,E,E,E,E,E,E,E,E,E
20,6655,A,A,A,E,E,E,E,E,E,E,E
20,6646,I,I,I,A,A,A,A,A,A,I,I
20,6646,I,I,I,A,A,A,A,A,A,,
20,6646,E,E,E,A,A,A,A,A,A,E,E
20,6717,I,I,I,A,A,A,A,A,A,I,I
20,6717,E,E,E,A,A,A,A,A,A,E,E
20,6716,I,I,I,A,A,A,A,A,A,I,I
20,6716,E,E,E,A,A,A,A,A,A,E,E
20,6670,I,I,I,I,I,I,I,I,I,I,I
20,6690,X,I,I,I,I,X,I,I,I,I,I
20,6690,E,E,E,E,E,E,E,E,E,E,E
20,6671,,I,I,I,I,I,I,I,I,I,I
20,6671,,E,E,E,E,E,E,E,E,E,E
20,6668,,,,,,I,I,I,I,I,I
20,6714,I,I,I,I,I,I,,,,,
24,6600,A,A,A,A,A,A,A,A,A,A,I
24,6601,A,A,A,A,A,A,A,A,I,I,I
24,6602,I,I,I,I,I,I,I,I,I,I,I
24,6610,I,I,I,I,I,I,I,I,I,I,I
24,6610,E,E,E,E,E,E,E,E,E,E,E
24,6610,E,E,E,E,E,E,E,E,E,E,E
24,6620,I,I,I,I,I,I,I,I,I,I,I
24,6620,E,E,E,E,E,E,E,E,E,E,E
24,6620,E,E,E,E,E,E,E,E,E,E,E
24,6620,E,E,E,E,E,E,E,E,E,E,E
24,6621,I,I,I,I,I,I,I,I,I,I,I
24,6621,E,E,E,E,E,E,E,E,E,E,E
24,6630,I,I,I,I,I,I,I,I,I,I,I
24,6633,I,I,I,I,I,I,I,I,I,I,I
24,6640,I,I,I,I,I,I,I,I,I,I,I
24,6650,I,I,I,I,I,I,I,I,I,I,I
24,6650,E,E,E,E,E,E,E,E,E,E,E
24,6655,I,I,I,I,I,I,I,I,I,I,I
24,6655,E,E,E,E,E,E,E,E,E,E,E
24,6655,E,E,E,E,E,E,E,E,E,E,E
24,6646,I,I,I,A,A,A,A,A,A,I,I
24,6646,I,I,I,A,A,A,A,A,A,,
24,6646,E,E,E,A,A,A,A,A,E,E,E
24,6717,I,I,I,A,I,A,A,A,A,I,I
24,6717,E,E,E,A,E,A,A,A,A,E,E
24,6716,I,I,I,A,A,A,A,A,A,I,I
24,6716,E,E,E,A,A,A,A,A,A,E,E
24,6670,I,I,I,I,I,I,I,I,I,I,I
24,6690,X,I,I,I,I,I,I,I,I,I,I
24,6690,E,E,E,E,E,E,E,E,E,E,E
24,6671,I,I,I,,I,,,,,,
24,6671,E,E,E,,E,,,,,,
24,6672,I,I,I,,,,,,,,
24,6668,I,I,I,,,,,,,,
24,6669,I,I,I,,,,,,,,
24,6714,I,I,I,A,I,I,,,,,
60,6600,A,A,A,A,A,A,A,A,A,A,I
60,6601,A,A,A,A,A,A,A,A,A,A,I
60,6646,I,I,I,E,E,E,E,E,E,I,I
60,6646,I,I,I,I,I,I,I,I,I,,
60,6646,E,E,E,E,E,E,E,E,E,E,E
60,6670,I,I,I,I,I,I,I,I,I,I,I
60,6714,I,I,I,E,E,E,,,,,
28,6600,A,A,A,A,A,A,A,A,A,A,I
28,6601,A,A,A,A,A,A,A,A,A,A,I
28,6602,I,I,I,I,I,I,I,I,I,I,I
28,6610,I,I,I,I,I,I,I,I,I,I,I
28,6610,E,E,E,E,E,E,E,E,E,E,E
28,6610,E,E,E,E,E,E,E,E,E,E,E
28,6620,I,I,I,I,I,I,I,I,I,I,I
28,6620,E,E,E,E,E,E,E,E,E,E,E
28,6620,E,E,E,E,E,E,E,E,E,E,E
28,6620,E,E,E,E,E,E,E,E,E,E,E
28,6621,I,I,I,I,I,I,I,I,I,I,I
28,6621,E,E,E,E,E,E,E,E,E,E,E
28,6630,I,I,I,I,I,I,I,I,I,I,I
28,6633,I,I,I,I,I,I,I,I,I,I,I
28,6640,I,I,I,I,I,I,I,I,I,I,I
28,6650,I,I,I,I,I,I,I,I,I,I,I
28,6650,E,E,E,E,E,E,E,E,E,E,E
28,6655,I,I,I,I,I,I,I,I,I,I,I
28,6655,E,E,E,E,E,E,E,E,E,E,E
28,6655,E,E,E,E,E,E,E,E,E,E,E
28,6646,I,I,I,E,E,E,E,E,E,I,I
28,6646,I,I,I,I,I,I,I,I,I,,
28,6646,E,E,E,E,E,E,E,E,E,E,E
28,6670,I,I,I,I,I,I,I,I,I,I,I
28,6690,I,I,X,I,I,I,I,I,I,I,I
28,6690,E,E,E,E,E,E,E,E,E,E,E
28,6714,I,I,I,E,E,E,,,,,
32,6600,A,A,A,A,A,A,A,A,A,A,I
32,6601,I,I,I,I,I,I,I,I,I,I,I
32,6602,I,I,I,I,I,I,I,I,I,I,I
32,6610,I,I,I,I,I,I,I,I,I,I,I
32,6610,E,E,E,E,E,E,E,E,E,E,E
32,6610,E,E,E,E,E,E,E,E,E,E,E
32,6620,I,I,I,I,I,I,I,I,I,I,I
32,6620,E,E,E,E,E,E,E,E,E,E,E
32,6620,E,E,E,E,E,E,E,E,E,E,E
32,6620,E,E,E,E,E,E,E,E,E,E,E
32,6621,I,I,I,I,I,I,I,I,I,I,I
32,6621,E,E,E,E,E,E,E,E,E,E,E
32,6630,A,A,I,I,I,I,I,I,I,I,I
32,6633,I,I,I,I,I,I,A,I,I,I,I
32,6640,I,I,I,I,I,I,A,I,I,I,I
32,6650,I,I,I,I,I,I,A,I,I,I,I
32,6650,E,E,E,E,E,E,E,E,E,E,E
32,6655,I,I,I,I,I,I,A,I,I,I,I
32,6655,E,E,E,E,E,E,E,E,E,E,E
32,6655,E,E,E,E,E,E,E,E,E,E,E
32,6656,I,I,I,I,I,I,A,I,I,I,I
32,6659,I,I,I,I,I,I,A,I,I,I,I
32,6646,I,I,I,A,A,A,A,A,A,I,I
32,6646,I,I,I,A,A,A,A,A,A,,
32,6646,E,E,E,E,E,E,E,E,E,E,E
32,6717,I,I,I,A,A,A,A,A,A,I,I
32,6717,E,E,E,A,A,A,A,A,A,E,E
32,6716,I,I,I,A,A,A,A,A,A,I,I
32,6716,E,E,E,A,A,A,A,A,A,E,E
32,6670,I,I,I,I,I,I,I,I,I,I,I
32,6680,I,I,I,I,I,I,I,I,I,I,I
32,6690,I,I,I,I,I,X,I,I,I,I,I
32,6690,E,E,E,E,E,E,E,E,E,E,E
32,6611,,,,,,,A,,,,
32,6611,,,,,,,E,,,,
32,6671,A,A,A,A,A,A,A,A,A,A,A
32,6671,E,E,E,E,E,E,E,E,E,E,E
32,6672,A,A,A,A,A,A,A,A,A,A,A
32,6714,I,I,I,A,I,I,,,,,
51,6600,A,A,A,A,A,A,A,A,A,A,A
51,6601,A,A,I,I,I,I,I,I,I,I,I
51,6602,I,A,A,A,A,A,A,A,A,A,A
51,6610,A,A,A,A,A,A,A,A,A,A,A
51,6610,A,A,E,E,E,E,E,E,E,E,E
51,6610,E,E,E,E,E,E,E,E,E,E,E
51,6620,A,A,A,A,A,A,A,A,A,A,A
51,6620,A,A,A,A,A,A,A,A,A,A,A
51,6620,A,A,E,E,E,E,E,E,E,E,E
51,6620,E,E,E,E,E,E,E,E,E,E,E
51,6621,A,A,A,A,A,A,A,A,A,A,A
51,6621,A,A,A,A,A,A,A,A,A,A,A
51,6630,A,A,A,A,A,A,A,A,A,A,A
51,6633,I,I,I,I,I,I,I,I,I,I,I
51,6640,A,A,I,I,I,I,I,I,I,I,I
51,6650,A,A,A,A,A,A,A,A,A,A,A
51,6650,A,A,A,A,A,A,A,A,A,A,A
51,6655,A,A,A,A,A,A,A,A,A,A,A
51,6655,A,A,A,A,A,A,A,A,A,A,A
51,6655,A,A,E,E,E,E,E,E,E,E,E
51,6656,A,A,A,A,A,A,A,A,A,A,A
51,6659,A,A,A,A,A,A,A,A,A,A,A
51,6649,,I,I,I,I,I,I,I,I,I,I
51,6646,I,I,I,A,A,A,A,A,A,I,I
51,6646,I,I,I,A,I,I,I,I,I,,
51,6646,E,E,E,E,E,E,E,E,E,E,E
51,6717,I,I,I,A,A,A,A,A,A,I,I
51,6717,E,E,E,A,A,A,A,A,A,E,E
51,6716,I,I,I,A,A,A,A,A,A,I,I
51,6716,E,E,E,A,A,A,A,A,A,E,E
51,6670,I,I,I,I,I,I,I,I,I,I,I
51,6680,I,I,I,I,I,I,I,I,I,I,I
51,6690,I,I,I,I,I,I,A,A,A,A,A
51,6690,E,E,E,E,E,E,A,A,A,A,A
51,6611,A,A,A,A,A,A,A,A,A,A,A
51,6611,A,A,A,A,A,A,A,A,A,A,A
51,6694,I,I,,,,,A,A,A,I,A
51,6657,A,A,,,,,A,A,A,A,A
51,6695,,,,,,,A,A,A,A,I
51,6671,I,I,I,I,I,I,I,I,I,I,I
51,6671,E,E,E,E,E,E,E,E,E,E,E
51,6672,I,I,I,I,I,I,I,I,I,I,I
51,6714,I,I,I,A,I,I,,,,,
33,6600,A,A,A,A,A,A,A,A,A,A,I
33,6601,A,A,A,A,A,A,A,A,A,A,I
33,6602,I,I,I,I,I,I,I,I,I,I,I
33,6610,I,I,I,I,I,I,I,I,I,I,I
33,6610,E,E,E,E,E,E,E,E,E,E,E
33,6620,I,I,I,I,I,I,I,I,I,I,I
33,6620,E,E,E,E,E,E,E,E,E,E,E
33,6620,E,E,E,E,E,E,E,E,E,E,E
33,6620,E,E,E,E,E,E,E,E,E,E,E
33,6621,I,I,I,I,I,I,I,I,I,I,I
33,6621,E,E,E,E,E,E,E,E,E,E,E
33,6630,I,I,I,I,I,I,I,I,I,I,I
33,6633,I,I,I,I,I,I,I,I,I,I,I
33,6640,I,I,I,I,I,I,I,I,I,I,I
33,6646,I,I,I,E,E,E,E,E,E,I,I
33,6646,E,E,E,E,E,E,E,E,E,E,E
33,6717,I,I,I,E,E,E,E,E,E,I,I
33,6717,E,E,E,E,E,E,E,E,E,E,E
33,6716,I,I,I,E,E,E,E,E,E,I,I
33,6716,E,E,E,E,E,E,E,E,E,E,E
33,6670,I,I,I,I,I,I,I,I,I,I,I
33,6714,I,I,I,E,E,E,,,,,
36,6600,A,A,A,A,A,A,A,A,A,A,A
36,6601,A,A,A,A,A,A,A,A,A,A,A
36,6602,I,A,A,A,A,A,A,A,A,A,A
36,6610,A,A,A,A,A,A,I,I,I,I,I
36,6610,A,A,A,A,A,A,E,E,E,E,E
36,6610,E,E,E,E,E,E,E,E,E,E,E
36,6620,A,A,A,A,A,A,A,A,A,A,I
36,6620,A,A,A,A,A,A,E,E,E,E,E
36,6620,A,A,A,A,A,A,A,A,A,A,E
36,6620,E,E,E,E,E,E,E,E,E,E,E
36,6621,A,A,A,A,A,A,I,I,I,I,I
36,6621,A,A,A,A,A,A,E,E,E,E,E
36,6630,I,I,I,I,I,I,I,I,I,I,I
36,6633,I,I,I,I,I,I,I,I,I,I,I
36,6640,I,I,I,I,I,I,I,I,I,I,I
36,6650,A,A,A,A,A,A,A,A,A,A,I
36,6650,A,A,A,A,A,A,E,E,E,E,E
36,6655,A,A,A,A,A,A,A,A,A,A,I
36,6655,A,A,A,A,A,A,E,E,E,E,E
36,6655,A,A,A,A,A,A,A,A,A,A,E
36,6649,,A,A,A,A,A,A,A,A,A,I
36,6646,I,I,I,A,A,A,A,A,A,I,I
36,6646,I,I,I,A,A,A,A,A,A,,
36,6646,E,E,E,A,A,A,A,A,A,E,E
36,6717,I,I,I,A,A,A,A,A,A,I,I
36,6717,E,E,E,A,A,A,A,A,A,E,E
36,6716,I,I,I,A,A,A,A,A,A,I,I
36,6716,E,E,E,A,A,A,A,A,A,E,E
36,6670,I,I,I,I,I,I,I,I,I,I,I
36,6680,I,I,I,I,I,I,I,I,I,I,I
36,6690,I,I,I,I,I,I,I,I,I,I,I
36,6690,E,E,E,E,E,E,E,E,E,E,E
36,6611,A,A,A,A,A,A,A,A,A,A,I
36,6611,A,A,A,A,A,A,E,E,E,E,E
36,6694,A,A,A,A,A,A,A,A,A,A,I
36,6671,I,A,I,I,I,I,I,I,I,I,I
36,6671,E,A,E,E,E,E,E,E,E,E,E
36,6672,I,A,I,I,,,I,I,I,I,I
36,6668,,,,,I,,,,I,I,I
36,6681,,,,,I,,,,I,A,I
36,6664,,,,A,A,A,,,,,
36,6666,,,,A,A,A,,,,,
36,6714,I,I,I,A,I,I,,,,,
40,6600,A,A,A,A,A,A,A,A,A,A,A
40,6601,A,A,A,A,A,A,A,A,A,A,A
40,6602,I,I,I,I,A,I,I,I,A,I,I
40,6610,A,A,A,A,A,A,I,I,A,A,A
40,6610,A,A,A,A,A,A,E,E,A,A,A
40,6610,E,E,E,E,E,E,E,E,E,E,E
40,6620,A,A,A,A,A,A,A,A,A,A,A
40,6620,A,A,A,A,A,A,E,E,A,A,A
40,6620,A,A,A,A,A,A,A,A,A,A,A
40,6620,E,E,E,E,E,E,E,E,E,E,E
40,6621,A,A,A,A,A,A,A,A,A,A,A
40,6621,A,A,A,A,A,A,E,E,A,A,A
40,6630,A,A,A,A,A,A,A,A,A,A,A
40,6633,A,A,A,A,A,A,A,A,A,A,A
40,6640,A,A,A,A,A,A,A,A,A,A,A
40,6650,A,A,A,A,A,A,A,A,A,A,A
40,6650,A,A,A,A,A,A,E,E,A,A,A
40,6655,A,A,A,A,A,A,A,A,A,A,A
40,6655,A,A,A,A,A,A,E,E,A,A,A
40,6655,A,A,A,A,A,A,A,A,A,A,A
40,6656,A,A,A,I,A,A,I,I,A,A,I
40,6659,A,A,A,I,A,A,I,I,A,I,I
40,6649,,,,,,,,,A,,
40,6646,I,I,I,A,A,A,A,A,A,A,A
40,6646,I,I,I,A,A,A,A,A,A,,
40,6646,E,E,E,A,A,A,A,A,A,A,A
40,6717,I,I,I,I,I,I,I,I,I,I,I
40,6717,E,E,E,E,E,E,E,E,E,E,E
40,6716,I,I,I,A,A,A,A,A,A,I,I
40,6716,E,E,E,A,A,A,A,A,A,E,E
40,6670,I,I,I,I,I,I,I,I,I,I,A
40,6680,A,A,A,A,A,A,A,A,A,A,A
40,6690,I,A,I,I,A,I,I,I,I,I,I
40,6690,E,A,E,E,A,E,E,E,E,E,E
40,6616,,A,,,I,,,,,,
40,6611,,A,,,A,,,,,,
40,6611,,A,,,A,,,,,,
40,6694,,,,,A,,,,,,
40,6657,,,,,A,,,,,,
40,6671,A,A,A,A,A,A,A,A,A,A,A
40,6671,A,A,A,A,A,A,E,E,A,A,A
40,6668,,,A,A,A,A,A,A,A,A,A
40,6681,,,A,A,A,A,A,A,A,A,A
40,6664,,,,,A,,,,,,
40,6665,,,,,A,,,,,,
40,6666,,,,,A,,,,,,
40,6774,A,A,A,A,A,A,,,A,,
40,6714,I,I,I,A,I,I,,,,,
31,6600,A,A,A,A,A,A,A,A,A,A,A
31,6601,A,A,A,A,A,A,A,A,A,A,A
31,6602,I,A,A,A,A,A,A,A,A,A,A
31,6610,A,A,A,A,A,A,A,A,A,A,A
31,6610,A,A,A,A,A,A,A,A,A,A,A
31,6610,E,E,E,E,E,E,E,E,E,E,E
31,6620,A,A,A,A,A,A,A,A,A,A,A
31,6620,A,A,A,A,A,A,A,A,A,A,A
31,6620,A,A,A,A,A,A,A,A,A,A,A
31,6620,E,E,E,E,E,E,E,E,E,E,E
31,6621,A,A,A,A,A,A,A,A,A,A,A
31,6621,A,A,A,A,A,A,A,A,A,A,A
31,6630,A,A,A,A,A,A,A,A,A,A,A
31,6633,A,A,A,A,A,A,A,A,A,,
31,6640,A,A,A,A,A,A,A,A,A,A,A
31,6650,A,A,A,A,A,A,A,A,A,A,A
31,6650,A,A,A,A,A,A,A,A,A,A,A
31,6655,A,A,A,A,A,A,A,A,A,A,A
31,6655,A,A,A,A,A,A,A,A,A,A,A
31,6655,A,A,A,A,A,A,A,A,A,A,A
31,6656,A,A,A,A,A,A,A,A,A,A,A
31,6646,I,I,I,A,A,A,A,A,A,I,I
31,6646,E,E,E,A,A,A,A,A,A,E,E
31,6717,I,I,I,A,A,A,A,A,A,I,I
31,6717,E,E,E,A,A,A,A,A,A,E,E
31,6716,I,I,I,A,A,A,A,A,A,I,I
31,6716,E,E,E,A,A,A,A,A,A,E,E
31,6670,I,I,I,I,I,I,I,I,I,I,I
31,6680,I,A,A,I,A,A,A,A,A,A,A
31,6690,A,A,A,A,A,A,A,A,A,A,A
31,6690,A,A,A,A,A,A,A,A,A,A,A
31,6611,A,A,A,A,A,A,A,A,A,A,A
31,6611,A,A,A,A,A,A,A,A,A,A,A
31,6694,I,A,A,A,A,A,A,A,A,A,A
31,6657,A,A,A,A,A,A,A,A,A,A,A
31,6671,I,I,I,I,I,I,I,I,I,I,I
31,6671,E,E,E,E,E,E,E,E,E,E,E
31,6672,I,I,I,I,I,I,I,I,I,I,I
31,6668,,,I,,,,,,,,
31,6669,,,I,,,,,,,,
31,6681,,,I,,,,,,,,
31,6682,,,I,,,,,,,,
31,6714,I,I,I,I,I,I,,,,,
44,6600,A,A,A,A,A,A,A,A,A,A,I
44,6601,I,I,I,I,I,I,I,I,I,I,I
44,6602,I,I,I,I,I,I,I,I,I,I,I
44,6610,I,I,I,I,I,I,I,I,I,I,I
44,6610,E,E,E,E,E,E,E,E,E,E,E
44,6610,E,E,E,E,E,E,E,E,E,E,E
44,6620,I,I,I,I,I,I,I,I,I,I,I
44,6620,E,E,E,E,E,E,E,E,E,E,E
44,6620,E,E,E,E,E,E,E,E,E,E,E
44,6620,E,E,E,E,E,E,E,E,E,E,E
44,6621,I,I,I,I,I,I,I,I,I,I,I
44,6621,E,E,E,E,E,E,E,E,E,E,E
44,6630,I,I,I,I,I,I,I,I,I,I,I
44,6633,I,I,I,I,I,I,I,I,I,I,I
44,6640,I,I,I,I,I,I,I,I,I,I,I
44,6650,I,I,I,I,I,I,I,I,I,I,I
44,6650,E,E,E,E,E,E,E,E,E,E,E
44,6655,I,I,I,I,I,I,I,I,I,I,I
44,6655,E,E,E,E,E,E,E,E,E,E,E
44,6655,E,E,E,E,E,E,E,E,E,E,E
44,6646,I,I,I,A,A,A,A,A,A,I,I
44,6646,I,I,I,A,A,A,A,A,A,,
44,6646,E,E,E,E,E,E,E,E,E,E,E
44,6717,I,I,I,A,A,A,A,A,A,I,I
44,6717,E,E,E,A,A,A,A,A,A,E,E
44,6716,I,I,I,A,A,A,A,A,A,I,I
44,6716,E,E,E,A,A,A,A,A,A,E,E
44,6670,I,I,I,I,I,I,I,I,I,I,I
44,6680,I,I,I,I,I,I,I,I,I,I,I
44,6690,I,I,I,I,I,I,I,I,I,I,I
44,6690,E,E,E,E,E,E,E,E,E,E,E
44,6671,,I,I,I,I,I,I,I,I,I,I
44,6671,,E,E,E,E,E,E,E,E,E,E
44,6668,,I,I,I,I,I,I,I,I,I,I
44,6714,I,I,I,I,I,I,,,,,
48,6600,A,A,A,A,A,A,A,A,A,A,A
48,6601,A,A,A,A,A,A,A,A,A,A,A
48,6602,I,I,I,I,I,I,I,I,I,I,I
48,6610,I,I,I,I,I,I,I,I,I,I,I
48,6610,E,E,E,E,E,E,E,E,E,E,E
